Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,Log_Returns,ATR,SMA_50,SMA_200,Dist_SMA_200,Vol_Ratio,Rolling_Vol,Ret_Lag_1,RSI_Lag_1,Ret_Lag_2,RSI_Lag_2,Ret_Lag_3,RSI_Lag_3,ROC_3,ROC_5,ROC_10,Signal_Proba
2020-07-18,232.85568237304688,236.54397583007812,232.32489013671875,235.4838104248047,5397402117,56.61437095878194,1.310183102089212,1.9902006741269795,248.30112613742546,222.71139675075813,25.58972938666733,0.011578063989272455,6.407588413783482,236.2742706298828,198.56226749420165,0.18594440623861838,0.8139864945724063,0.01918168059083002,-0.003721152911284822,57.471318656486964,-0.020263345939455498,54.041252878087526,-0.0074711299732834165,57.38319047529516,-0.012329792329426215,-0.017198224053581512,-0.04534885634247088,0.78664076
2020-07-19,235.4582977294922,239.1606903076172,233.2797393798828,238.48751831054688,6251377305,60.81275509690748,1.354850166252902,1.863130572552164,248.3987194412878,223.6430682784388,24.755651162849006,0.012674809280072913,6.448211669921875,236.19710906982422,199.10069507598877,0.19782363501807834,0.9461625766864905,0.019185024279960217,0.011578063989272455,56.61437095878194,-0.003721152911284822,57.471318656486964,-0.020263345939455498,54.041252878087526,0.020743946093130683,-0.007176877878354748,-0.018634341423057976,0.47436145
2020-07-20,238.494873046875,239.5762481689453,234.85264587402344,236.15316772460938,5600686192,43.04923661976069,1.1881898402521927,1.7281424260921698,248.0177107554338,225.00789349261308,23.009817262820718,-0.009836364543039062,5.706813267299107,236.30065826416015,199.6444100189209,0.1828689203080038,0.8508557754106574,0.019233116832599133,0.012674809280072913,60.81275509690748,0.011578063989272455,56.61437095878194,-0.003721152911284822,57.471318656486964,0.014520927770844239,-0.009522362544290286,-0.020050284958227582,0.7772769
2020-07-21,236.30250549316406,246.18626403808594,235.68096923828125,245.0167236328125,6806696015,56.60652232930636,1.7511391747777623,1.7327417758292885,249.01538811402384,225.40054663939412,23.614841474629714,0.036845857652710645,5.852677481515067,236.2611575317383,200.19863510131836,0.2238681023415179,1.0313858109057021,0.02034656739125507,-0.009836364543039062,43.04923661976069,0.012674809280072913,60.81275509690748,0.011578063989272455,56.61437095878194,0.04048224457898297,0.04868942035825885,0.023213022308932407,0.8049895
2020-07-22,245.03726196289062,262.98504638671875,242.48434448242188,262.1906433105469,7702077383,64.22761384636817,3.5422396342421223,2.0946413475118555,254.5522843067488,223.14349511219655,31.40878919455224,0.06774541743749365,6.60912105015346,236.7605892944336,200.8342414855957,0.3055076732487961,1.154032355437652,0.024790597537495813,0.036845857652710645,56.60652232930636,-0.009836364543039062,43.04923661976069,0.012674809280072913,60.81275509690748,0.09938937336391307,0.12637868577924238,0.08284311726813565,0.86537075
2020-07-23,262.3886413574219,277.5834655761719,261.0470886230469,274.6890563964844,10281309262,74.98335428390683,5.902180472481405,2.8561491725057655,262.6046691862157,220.0213089021632,42.583360284052475,0.04656786854733382,7.262217930385044,237.37078399658202,201.5263028717041,0.36304319824374104,1.4830229142632732,0.025620235607176505,0.06774541743749365,64.22761384636817,0.036845857652710645,56.60652232930636,-0.009836364543039062,43.04923661976069,0.16318175632864573,0.16648807364274765,0.14642655039640884,0.8657265
2020-07-24,274.7226867675781,286.1928405761719,269.2397766113281,279.2154235839844,9466060358,79.01353942785147,8.044953378110677,3.893910013626748,270.2355252932113,217.40458395971837,52.830941333492945,0.01634385749968147,8.024191720145089,238.06656463623048,202.2008592224121,0.3808814891180043,1.3249329483311865,0.025621778349993417,0.04656786854733382,74.98335428390683,0.06774541743749365,64.22761384636817,0.036845857652710645,56.60652232930636,0.13957700292500363,0.17077583582551936,0.1623733206288709,0.9116613
2020-07-25,279.0263671875,306.7409973144531,279.0263671875,304.0567626953125,10785021813,86.21065292254941,11.613728964016076,5.437873803704614,284.31782279446725,210.96150307223195,73.3563197222353,0.08523079194338878,9.775505065917969,239.3232601928711,203.00342308044435,0.49779130854765763,1.4536636109456695,0.030324814032386762,0.01634385749968147,79.01353942785147,0.04656786854733382,74.98335428390683,0.06774541743749365,64.22761384636817,0.1596781595870227,0.28754047902456703,0.275280051792846,0.7074669
2020-07-26,303.6923828125,316.3863220214844,300.267822265625,309.64361572265625,12003973026,86.64678581373809,14.723102909980554,7.294919624959802,296.84894653224296,205.2437185678547,91.60522796438826,0.01820760608160425,10.531046186174665,240.6775061035156,203.84535049438477,0.5190124031363955,1.5835846859836027,0.02848483245080354,0.08523079194338878,86.21065292254941,0.01634385749968147,79.01353942785147,0.04656786854733382,74.98335428390683,0.1272513720958679,0.2637652284776082,0.32529722492110547,0.9086392
2020-07-27,309.6579284667969,330.7012023925781,309.6579284667969,321.51409912109375,15644257058,90.36740504825119,17.93837059846078,9.423609819659998,310.31882527294124,200.0176966386799,110.30112863426135,0.037619387452619,11.601006644112724,242.20444305419923,204.7580249786377,0.5702148873268198,1.9457084296129519,0.028495793494083006,0.01820760608160425,86.64678581373809,0.08523079194338878,86.21065292254941,0.01634385749968147,79.01353942785147,0.15149118553039553,0.22626076606510437,0.38123399010305925,0.6163624
2020-07-28,321.8297424316406,325.9059753417969,307.7213439941406,316.6572570800781,12357108065,86.15997447845393,19.865588703274966,11.512005596382991,320.07445158777244,197.26079468908304,122.8136568986894,-0.015221415901995168,12.599366324288505,243.6113900756836,205.62149238586426,0.5400007723212459,1.5136804607037906,0.02897484518125856,0.037619387452619,90.36740504825119,0.01820760608160425,86.64678581373809,0.08523079194338878,86.21065292254941,0.041441256800435866,0.15278439277543376,0.34470924565404015,0.9013072
2020-07-29,316.55535888671875,324.38079833984375,313.1095886230469,318.1908874511719,10878845706,87.82214014793053,21.27146982692574,13.46389844249154,328.801339762735,196.0513991899018,132.7499405728332,0.0048314966898594615,13.096844264439174,245.07697875976564,206.49781127929688,0.5408923004070268,1.3129022789052172,0.028320483065878692,-0.015221415901995168,86.15997447845393,0.037619387452619,90.36740504825119,0.01820760608160425,86.64678581373809,0.02760357809595959,0.13958922242511496,0.33420352438251766,0.8044254
2020-07-30,318.1449890136719,338.6311950683594,315.7510986328125,334.5866394042969,11827689045,93.11572417171313,23.438456961922213,15.458810146377676,339.99581658008844,194.2170877778217,145.77872880226676,0.05024438001170101,14.203630719866071,246.81981262207032,207.44137481689452,0.6129214323788185,1.3892992728153368,0.02896521377158081,0.0048314966898594615,87.82214014793053,-0.015221415901995168,86.15997447845393,0.037619387452619,90.36740504825119,0.04065930644702309,0.10040847780642048,0.41682045863757344,0.6998013
2020-07-31,334.63372802734375,348.6113586425781,329.3409423828125,345.5546569824219,12030600492,94.34494421943751,25.744075555836332,17.515863228269406,351.96655702947396,192.85599546076037,159.1105615687136,0.03225496975867745,15.415439060756139,249.0968524169922,208.44801513671874,0.657749807575651,1.3620374319914987,0.028653168399812246,0.05024438001170101,93.11572417171313,0.0048314966898594615,87.82214014793053,-0.015221415901995168,86.15997447845393,0.09125765873426994,0.11597539699294401,0.4103309025561772,0.8472635
2020-08-01,345.7986145019531,388.84796142578125,343.5874328613281,385.19970703125,14045259477,95.61775263858469,30.41966020674863,20.096622623965253,372.2939457341457,186.83540759837376,185.45853813577196,0.10861109189971971,18.34697069440569,252.05098236083984,209.54423690795898,0.8382739259035151,1.5257895202280103,0.03495896427222792,0.03225496975867745,94.34494421943751,0.05024438001170101,93.11572417171313,0.0048314966898594615,87.82214014793053,0.21059314462725154,0.1980802959629151,0.4691588615349911,0.2849144
2020-08-02,385.54986572265625,411.2283020019531,357.1436462402344,370.6717224121094,18909744275,87.63303676930562,32.57727721198495,22.592753541569195,385.26031560936485,186.97575159034218,198.28456401902267,-0.03844509371057259,21.79009246826172,254.68623992919922,210.5664421081543,0.7603551577402795,1.9372078028876436,0.036883278923530945,0.10861109189971971,95.61775263858469,0.03225496975867745,94.34494421943751,0.05024438001170101,93.11572417171313,0.1078497428111862,0.17057706439480635,0.34942297037521675,0.8888095
2020-08-03,371.13385009765625,396.5069885253906,369.3363342285156,386.295166015625,12834648062,89.7386812857689,35.142781452698614,25.10275912379508,399.59951431516566,187.24492080446322,212.35459351070244,0.041284930393500695,23.393453325544083,257.72984924316404,211.67596290588378,0.8249363825375917,1.278962906680014,0.03683469721941832,-0.03844509371057259,87.63303676930562,0.10861109189971971,95.61775263858469,0.03225496975867745,94.34494421943751,0.11789888577677465,0.21403591759020468,0.3835022473227825,0.6899596
2020-08-04,386.1564636230469,400.70062255859375,382.985107421875,389.87548828125,14086704221,89.44344950820457,37.037914113162856,27.489790121668637,412.14306133535433,189.8465703174777,222.29649101787663,0.00922567128788535,23.90846906389509,260.9287808227539,212.7714405822754,0.832367573459612,1.3505859868724293,0.036274700853478996,0.041284930393500695,89.7386812857689,-0.03844509371057259,87.63303676930562,0.10861109189971971,95.61775263858469,0.012138589839635339,0.165245238050719,0.2822457386745718,0.7683022
2020-08-05,389.7108154296875,406.303955078125,386.2184753417969,401.590576171875,12875466638,89.12001364789961,39.03515709354036,29.798863516042985,424.4243593342188,194.36024149585933,230.0641178383595,0.029605675062912982,23.878810337611608,264.2722689819336,213.90256507873536,0.8774462850599926,1.1941366551781991,0.034709560716749875,0.00922567128788535,89.44344950820457,0.041284930393500695,89.7386812857689,-0.03844509371057259,87.63303676930562,0.08341303609178574,0.16216224570315552,0.2969444735187903,0.36052674
2020-08-06,401.5838623046875,403.4886779785156,392.6001892089844,394.9619445800781,11304626458,84.90221257120186,39.626323779179586,31.764355568670307,432.6585499455134,202.34493668778734,230.31361325772608,-0.016643684970105318,23.475389753069198,267.5109423828125,215.04252555847168,0.8366690195548554,1.0226287317733378,0.035426038850744926,0.029605675062912982,89.12001364789961,0.00922567128788535,89.44344950820457,0.041284930393500695,89.7386812857689,0.022435638151637072,0.02534331509249088,0.2284436224096078,0.2696162
2020-08-07,395.22686767578125,398.2490234375,367.9355163574219,379.5128479003906,12751687084,77.3703845341545,38.40549995126736,33.09258444518972,436.22038350976175,213.18600687109767,223.03437663866407,-0.039900966351995644,24.42970711844308,270.4591760253906,216.10448722839357,0.7561544083038695,1.1163958020726552,0.03831478897104889,-0.016643684970105318,84.90221257120186,0.029605675062912982,89.12001364789961,0.00922567128788535,89.44344950820457,-0.026579358519158602,0.02385163192581441,0.1984972376755516,0.77323824
2020-08-08,379.55157470703125,393.98736572265625,377.3497314453125,393.98736572265625,9342060531,76.01319954181892,38.16600692147392,34.107268940446566,440.308013383029,224.64836173904132,215.65965164398767,0.037430391017408554,23.638493129185267,273.7961575317383,217.22593826293945,0.8137215512714568,0.8069691278998434,0.038334214840345646,-0.039900966351995644,77.3703845341545,-0.016643684970105318,84.90221257120186,0.029605675062912982,89.12001364789961,-0.018932741205472614,0.01991275165664419,0.23821071331942445,0.22663966
2020-08-09,395.30523681640625,399.7370910644531,385.8307189941406,391.1204528808594,9451065592,73.94465192791617,37.31473008258672,34.7487611688746,440.9494146515,239.50368898619536,201.44572566530462,-0.007303265912601406,23.480484008789062,277.0330813598633,218.34006973266602,0.7913361178263998,0.8030307440685438,0.03821671533778721,0.037430391017408554,76.01319954181892,-0.039900966351995644,77.3703845341545,-0.016643684970105318,84.90221257120186,-0.009726232493874831,0.0031932363973374844,0.16896614155668677,0.78102446
2020-08-10,391.04150390625,399.3759460449219,391.04150390625,395.8875732421875,11685827893,72.80941386824942,36.60281931077151,35.11957279725399,440.7718927780301,254.76829582060265,186.00359695742748,0.012114688814064712,22.571687970842635,280.3710363769531,219.5048648071289,0.8035480607231178,0.9727488358846956,0.03822108136873376,-0.007303265912601406,73.94465192791617,0.037430391017408554,76.01319954181892,-0.039900966351995644,77.3703845341545,0.04314669564518847,-0.014201037743591605,0.1456583357877479,0.22622128
2020-08-11,395.89471435546875,398.4789123535156,370.8606262207031,380.3840637207031,12792218737,68.3461380860977,34.39118111677203,34.9738944611576,438.44033622991924,268.91919440972924,169.52114182019,-0.03994882867650314,23.245520455496653,283.128053894043,220.59152923583986,0.7243820061378019,1.0427553392910707,0.0393031040531572,0.012114688814064712,72.80941386824942,-0.007303265912601406,73.94465192791617,0.037430391017408554,76.01319954181892,-0.034527254387971995,-0.03690958346600748,-0.012501679577228253,0.86461955
